sa2_code,sa2_name,total_pop,pct_youth_18_34,median_age,median_weekly_income,median_weekly_rent,pct_students,rent_to_income_ratio
105031100,Dubbo - East,10633.0,0.2104768174550926,35.0,850.0,295.0,0.1485581124381008,0.3470588235294117
105031101,Dubbo - South,19628.0,0.2313022213164866,35.0,896.0,320.0,0.1749875601260574,0.3571428571428571
105031102,Dubbo - West,10317.0,0.2166327420761849,34.0,850.0,320.0,0.1386168002374591,0.3764705882352941
105031103,Dubbo Surrounds,5963.0,0.1318128458829448,42.0,863.0,265.0,0.1113412739513205,0.3070683661645423
105031104,Gilgandra,4398.0,0.1407457935425193,46.0,633.0,200.0,0.0799695354150799,0.315955766192733
105031105,Narromine,6458.0,0.1594921028182099,41.0,722.0,240.0,0.0808957952468007,0.3324099722991689
105031106,Wellington,8769.0,0.1874786178583647,41.0,617.0,230.0,0.0900984009840098,0.3727714748784441
106011107,Branxton - Greta - Pokolbin,12770.0,0.1963194988253719,36.0,897.0,400.0,0.1867088607594936,0.4459308807134894
106011108,Cessnock,23495.0,0.2024260480953394,39.0,611.0,320.0,0.1388303477344573,0.5237315875613748
106011109,Cessnock Surrounds,9145.0,0.1509021323127392,42.0,728.0,360.0,0.1640108822386319,0.4945054945054945
106011110,Dungog,9541.0,0.1318520071271355,46.0,710.0,300.0,0.1614349775784753,0.4225352112676056
106011111,Kurri Kurri - Abermain,20631.0,0.2231108526004556,35.0,699.0,345.0,0.1765614275909403,0.4935622317596566
106011112,Singleton,17018.0,0.2177106593019156,34.0,823.0,330.0,0.1696182605273514,0.4009720534629404
106011113,Singleton Surrounds,5332.0,0.1434733683420855,42.0,778.0,360.0,0.1260709914320685,0.4627249357326478
106021114,Maitland,8611.0,0.2372546742538613,34.0,829.0,390.0,0.2189922480620155,0.4704463208685163
106021116,Maitland - North,8727.0,0.1449524464306176,38.0,921.0,420.0,0.2041334300217549,0.4560260586319218
106021614,East Maitland - Metford,17981.0,0.1902563817362771,39.0,763.0,350.0,0.2216388524282767,0.4587155963302752
106021615,Rutherford (North) - Aberglasslyn,17730.0,0.2017484489565708,35.0,788.0,400.0,0.1887718023255813,0.5076142131979695
106021616,Rutherford (South) - Telarah,7976.0,0.2375877632898696,34.0,724.0,330.0,0.2119037568594343,0.4558011049723757
106021617,Tenambit - East Maitland,10091.0,0.1807551283321772,41.0,742.0,360.0,0.2211184694628403,0.4851752021563342
106021618,Thornton - Millers Forest,15899.0,0.2378765960123278,33.0,941.0,420.0,0.2282208588957055,0.4463336875664187
106031119,Anna Bay,6449.0,0.1135059699178167,52.0,627.0,400.0,0.1889862327909887,0.6379585326953748
106031120,Lemon Tree Passage - Tanilba Bay,6887.0,0.1351822273849281,50.0,562.0,365.0,0.1570048309178744,0.6494661921708185
106031121,Nelson Bay Peninsula,21972.0,0.1107773529947205,55.0,648.0,390.0,0.1800706159278148,0.6018518518518519
106031122,Raymond Terrace,14588.0,0.1900191938579654,38.0,650.0,320.0,0.1532727696249708,0.4923076923076923
106031123,Seaham - Woodville,5693.0,0.1384155981029334,42.0,876.0,380.0,0.2111436950146627,0.4337899543378995
106031124,Tea Gardens - Hawks Nest,5804.0,0.0644383184011026,65.0,552.0,350.0,0.1344032096288866,0.6340579710144928
106031125,Williamtown - Medowie - Karuah,15020.0,0.1581890812250332,40.0,752.0,400.0,0.1852842809364548,0.5319148936170213
106041126,Muswellbrook,12272.0,0.2082790091264667,35.0,759.0,310.0,0.1337659096580983,0.4084321475625823
106041127,Muswellbrook Surrounds,4083.0,0.1540533921136419,42.0,800.0,280.0,0.1589018302828619,0.35
106041128,Scone,6035.0,0.1819386909693454,39.0,805.0,290.0,0.148972602739726,0.3602484472049689
106041129,Scone Surrounds,8194.0,0.1509641200878691,44.0,706.0,250.0,0.131521262604121,0.3541076487252124
107011131,Dapto - Avondale,24195.0,0.1829716883653647,41.0,670.0,390.0,0.2039179392256671,0.582089552238806
107011132,Horsley - Kembla Grange,12155.0,0.1980255039078568,34.0,893.0,500.0,0.1960835509138381,0.5599104143337066
107011133,Port Kembla Industrial,,,,,,,
107011134,Unanderra - Mount Kembla,15280.0,0.1776178010471204,41.0,763.0,355.0,0.2371038630580615,0.4652686762778505
107011545,Berkeley - Lake Heights - Cringila,14200.0,0.1945070422535211,39.0,560.0,350.0,0.1885488647581441,0.625
107011546,Port Kembla - Warrawong,9740.0,0.187782340862423,42.0,551.0,300.0,0.1820560747663551,0.5444646098003629
107011547,Windang - Primbee,4239.0,0.1363529134229771,51.0,609.0,345.0,0.172106824925816,0.5665024630541872
107011547,Windang - Primbee,4239.0,0.1363529134229771,51.0,609.0,345.0,0.172106824925816,0.5665024630541872
107021135,Illawarra Catchment Reserve,,,,,,,
107021135,Illawarra Catchment Reserve,,,,,,,
107031136,Albion Park - Macquarie Pass,19026.0,0.220697992221171,34.0,869.0,480.0,0.2004189944134078,0.5523590333716916
107031137,Albion Park Rail,6920.0,0.1991329479768786,41.0,636.0,390.0,0.2002230897936419,0.6132075471698113
107031138,Kiama,8786.0,0.1288413384930571,51.0,794.0,480.0,0.2177383592017738,0.6045340050377834
107031139,Kiama Downs - Minnamurra,6063.0,0.127824509318819,44.0,867.0,490.0,0.2,0.5651672433679354
107031140,Kiama Hinterland - Gerringong,8136.0,0.1281956735496558,48.0,836.0,500.0,0.2237084870848708,0.5980861244019139
107031141,Shellharbour - Flinders,19341.0,0.1599710459645313,39.0,841.0,510.0,0.2038932706830005,0.6064209274673008
107031142,Shellharbour - Oak Flats,10590.0,0.1841359773371104,43.0,692.0,425.0,0.2209344440420137,0.6141618497109826
107031143,Warilla,20397.0,0.1746825513555915,43.0,587.0,350.0,0.1670278078728783,0.596252129471891
107041144,Balgownie - Fairy Meadow,21519.0,0.201821645987267,40.0,728.0,380.0,0.3301844354475933,0.521978021978022
107041145,Corrimal - Tarrawanna - Bellambi,16041.0,0.1958730752446855,41.0,737.0,330.0,0.248165443629086,0.4477611940298507
107041146,Figtree - Keiraville,22773.0,0.2123128265928951,36.0,746.0,410.0,0.3701637355973317,0.5495978552278821
107041147,Helensburgh,9135.0,0.1668308702791461,39.0,1005.0,530.0,0.2209094163981382,0.527363184079602
107041147,Helensburgh,9135.0,0.1668308702791461,39.0,1005.0,530.0,0.2209094163981382,0.527363184079602
107041147,Helensburgh,9135.0,0.1668308702791461,39.0,1005.0,530.0,0.2209094163981382,0.527363184079602
107041148,Thirroul - Austinmer - Coalcliff,11957.0,0.1370745170193192,43.0,1014.0,550.0,0.2475301866081229,0.5424063116370809
